Measurement : Å											
Device : DataPhysics OCA - Series											
Customer : DataPhysics											
Sample : Not Defined											
Operator : Ruben											
Remarks : DataPhysics											
											
Run-Num.	Volume	Drop	Type	Error	Theta(M)	Base Diameter	Solid	Mag-factor	IFT	Comment	Age
422	-999	Water	SD	-999	67,1	3,2426		171,78	0		408726
423	-999	Water	SD	-999	66,9	3,2426		171,78	0		408772
424	-999	Water	SD	-999	66,4	3,2368		171,78	0		408821
425	-999	Water	SD	-999	66,7	3,2426		171,78	0		408866
426	-999	Water	SD	-999	66,9	3,2428		171,78	0		408912
427	-999	Water	SD	-999	67	3,2484		171,78	0		408967
428	-999	Water	SD	-999	66,4	3,2484		171,78	0		409013
429	-999	Water	SD	-999	66,6	3,2426		171,78	0		409064
430	-999	Water	SD	-999	66,4	3,2427		171,78	0		409117
431	-999	Water	SD	-999	66,3	3,2485		171,78	0		409181
432	-999	Water	SD	-999	66,5	3,2426		171,78	0		409236
433	-999	Water	SD	-999	65	3,2369		171,78	0		409289
434	-999	Water	SD	-999	65	3,2368		171,78	0		409338
435	-999	Water	SD	-999	64	3,2427		171,78	0		409392
436	-999	Water	SD	-999	61,9	3,2371		171,78	0		409444
437	-999	Water	SD	-999	61,4	3,2427		171,78	0		409488
438	-999	Water	SD	-999	61,2	3,2427		171,78	0		409538
439	-999	Water	SD	-999	60,8	3,2426		171,78	0		409583
440	-999	Water	SD	-999	60,5	3,2254		171,78	0		409633
441	-999	Water	SD	-999	59,2	3,2198		171,78	0		409679
442	-999	Water	SD	-999	59,2	3,2196		171,78	0		409729
443	-999	Water	SD	-999	58,8	3,2253		171,78	0		409783
444	-999	Water	SD	-999	57,8	3,2196		171,78	0		409830
445	-999	Water	SD	-999	56,9	3,2139		171,78	0		409882
446	-999	Water	SD	-999	56	3,2196		171,78	0		409937
447	-999	Water	SD	-999	55,9	3,214		171,78	0		409983
448	-999	Water	SD	-999	54,8	3,214		171,78	0		410036
449	-999	Water	SD	-999	53,8	3,2139		171,78	0		410094
450	-999	Water	SD	-999	53,5	3,214		171,78	0		410142
451	-999	Water	SD	-999	52,4	3,208		171,78	0		410195
452	-999	Water	SD	-999	52	3,208		171,78	0		410253
453	-999	Water	SD	-999	51,6	3,2024		171,78	0		410305
454	-999	Water	SD	-999	50,1	3,1966		171,78	0		410356
455	-999	Water	SD	-999	49,2	3,2081		171,78	0		410414
456	-999	Water	SD	-999	48,5	3,1851		171,78	0		410460
457	-999	Water	SD	-999	48,4	3,1851		171,78	0		410511
458	-999	Water	SD	-999	46,3	3,1851		171,78	0		410567
459	-999	Water	SD	-999	46	3,1737		171,78	0		410617
460	-999	Water	SD	-999	44,9	3,0621		171,78	0		410687
461	-999	Water	SD	-999	44,3	3,0621		171,78	0		410731
462	-999	Water	SD	-999	44,1	3,0971		171,78	0		410799
463	-999	Water	SD	-999	43	3,0798		171,78	0		410848
464	-999	Water	SD	-999	42,5	3,0914		171,78	0		410892
465	-999	Water	SD	-999	42,2	3,0912		171,78	0		410943
466	-999	Water	SD	-999	41,7	3,0912		171,78	0		410987
467	-999	Water	SD	-999	40,9	3,0974		171,78	0		411035
468	-999	Water	SD	-999	40,4	3,0797		171,78	0		411099
469	-999	Water	SD	-999	39,6	3,0682		171,78	0		411146
470	-999	Water	SD	-999	38,9	3,0971		171,78	0		411192
471	-999	Water	SD	-999	38,6	3,0913		171,78	0		411242
472	-999	Water	SD	-999	38	3,1154		171,78	0		411310
473	-999	Water	SD	-999	38,2	3,1209		171,78	0		411374
474	-999	Water	SD	-999	37,7	3,0746		171,78	0		411427
475	-999	Water	SD	-999	37,8	3,0858		171,78	0		411474
476	-999	Water	SD	-999	38,2	3,1092		171,78	0		411521
477	-999	Water	SD	-999	37,5	3,0684		171,78	0		411568
478	-999	Water	SD	-999	37,6	3,0623		171,78	0		411612
479	-999	Water	SD	-999	37,3	3,0509		171,78	0		411661
480	-999	Water	SD	-999	37,9	3,092		171,78	0		411722
481	-999	Water	SD	-999	37,9	3,0921		171,78	0		411775
482	-999	Water	SD	-999	37,4	3,0564		171,78	0		411822
483	-999	Water	SD	-999	38,2	3,1035		171,78	0		411868
484	-999	Water	SD	-999	37,1	3,0447		171,78	0		411921
485	-999	Water	SD	-999	37,4	3,0687		171,78	0		411985
486	-999	Water	SD	-999	37,7	3,0858		171,78	0		412036
487	-999	Water	SD	-999	37,9	3,0915		171,78	0		412092
488	-999	Water	SD	-999	37,4	3,0567		171,78	0		412140
489	-999	Water	SD	-999	37,5	3,0682		171,78	0		412191
490	-999	Water	SD	-999	37,8	3,1035		171,78	0		412248
491	-999	Water	SD	-999	37,8	3,0866		171,78	0		412295
492	-999	Water	SD	-999	37,9	3,0974		171,78	0		412346
493	-999	Water	SD	-999	37,6	3,074		171,78	0		412403
494	-999	Water	SD	-999	38	3,1208		171,78	0		412450
495	-999	Water	SD	-999	38,1	3,1092		171,78	0		412499
496	-999	Water	SD	-999	37,6	3,0803		171,78	0		412549
497	-999	Water	SD	-999	37,5	3,0801		171,78	0		412599
498	-999	Water	SD	-999	37,5	3,0801		171,78	0		412643
499	-999	Water	SD	-999	37,8	3,086		171,78	0		412692
500	-999	Water	SD	-999	37,8	3,0981		171,78	0		412750
501	-999	Water	SD	-999	37,5	3,0799		171,78	0		412796
502	-999	Water	SD	-999	37,1	3,051		171,78	0		412847
503	-999	Water	SD	-999	37,7	3,0856		171,78	0		412898
504	-999	Water	SD	-999	37,5	3,0565		171,78	0		412946
505	-999	Water	SD	-999	37,5	3,0742		171,78	0		412992
506	-999	Water	SD	-999	37,5	3,0738		171,78	0		413046
507	-999	Water	SD	-999	37,8	3,0682		171,78	0		413109
508	-999	Water	SD	-999	37,5	3,0625		171,78	0		413160
509	-999	Water	SD	-999	37,5	3,0567		171,78	0		413228
510	-999	Water	SD	-999	37,6	3,1037		171,78	0		413274
511	-999	Water	SD	-999	38,1	3,1149		171,78	0		413325
512	-999	Water	SD	-999	37,7	3,0742		171,78	0		413380
513	-999	Water	SD	-999	37,8	3,0624		171,78	0		413427
514	-999	Water	SD	-999	37,7	3,0622		171,78	0		413476
515	-999	Water	SD	-999	37,5	3,068		171,78	0		413530
516	-999	Water	SD	-999	37,7	3,092		171,78	0		413610
517	-999	Water	SD	-999	37,4	3,0982		171,78	0		413661
518	-999	Water	SD	-999	37,3	3,0508		171,78	0		413718
519	-999	Water	SD	-999	37,7	3,0924		171,78	0		413765
520	-999	Water	SD	-999	37,8	3,0978		171,78	0		413817
521	-999	Water	SD	-999	37,7	3,0803		171,78	0		413866
522	-999	Water	SD	-999	37,8	3,1326		171,78	0		413923
523	-999	Water	SD	-999	38,1	3,0682		171,78	0		413974
524	-999	Water	SD	-999	38,3	3,068		171,78	0		414023
525	-999	Water	SD	-999	38,9	3,0738		171,78	0		414079
526	-999	Water	SD	-999	40,7	3,1267		171,78	0		414130
527	-999	Water	SD	-999	40,8	3,0854		171,78	0		414179
528	-999	Water	SD	-999	40,9	3,0739		171,78	0		414234
529	-999	Water	SD	-999	41,3	3,0737		171,78	0		414286
530	-999	Water	SD	-999	42,6	3,1328		171,78	0		414335
531	-999	Water	SD	-999	42,7	3,0743		171,78	0		414391
532	-999	Water	SD	-999	43,9	3,1031		171,78	0		414442
533	-999	Water	SD	-999	43,7	3,0623		171,78	0		414492
534	-999	Water	SD	-999	45,4	3,1148		171,78	0		414564
535	-999	Water	SD	-999	45,3	3,1739		171,78	0		414615
536	-999	Water	SD	-999	46,6	3,1737		171,78	0		414673
537	-999	Water	SD	-999	47,3	3,2023		171,78	0		414735
538	-999	Water	SD	-999	48,2	3,1966		171,78	0		414793
539	-999	Water	SD	-999	49,6	3,1966		171,78	0		414847
540	-999	Water	SD	-999	49,5	3,2024		171,78	0		414901
541	-999	Water	SD	-999	51,5	3,2023		171,78	0		414962
542	-999	Water	SD	-999	52,6	3,2081		171,78	0		415016
543	-999	Water	SD	-999	53	3,2138		171,78	0		415073
544	-999	Water	SD	-999	53,7	3,2139		171,78	0		415132
545	-999	Water	SD	-999	54,4	3,2138		171,78	0		415187
546	-999	Water	SD	-999	55,4	3,2196		171,78	0		415257
547	-999	Water	SD	-999	56,4	3,214		171,78	0		415330
548	-999	Water	SD	-999	57	3,2196		171,78	0		415392
549	-999	Water	SD	-999	58,7	3,2253		171,78	0		415469
550	-999	Water	SD	-999	59,5	3,2254		171,78	0		415533
551	-999	Water	SD	-999	60,3	3,2368		171,78	0		415586
552	-999	Water	SD	-999	59,9	3,2253		171,78	0		415641
553	-999	Water	SD	-999	60,7	3,2426		171,78	0		415704
554	-999	Water	SD	-999	60,8	3,237		171,78	0		415761
555	-999	Water	SD	-999	77,2	3,1612		171,78	0		415815
556	-999	Water	SD	-999	63,5	3,237		171,78	0		415892
557	-999	Water	SD	-999	64	3,2368		171,78	0		415949
558	-999	Water	SD	-999	65	3,2427		171,78	0		416017
559	-999	Water	SD	-999	66,1	3,2368		171,78	0		416078
560	-999	Water	SD	-999	66,5	3,2426		171,78	0		416136
561	-999	Water	SD	-999	66,4	3,2312		171,78	0		416190
562	-999	Water	SD	-999	66,4	3,2312		171,78	0		416243
563	-999	Water	SD	-999	66,7	3,2368		171,78	0		416306
564	-999	Water	SD	-999	66,6	3,2542		171,78	0		416359
565	-999	Water	SD	-999	66,7	3,2369		171,78	0		416417
566	-999	Water	SD	-999	66,6	3,2311		171,78	0		416476
567	-999	Water	SD	-999	66,4	3,2368		171,78	0		416530
568	-999	Water	SD	-999	66,8	3,2426		171,78	0		416583
569	-999	Water	SD	-999	66	3,2484		171,78	0		416643
570	-999	Water	SD	-999	66,4	3,2312		171,78	0		416700
571	-999	Water	SD	-999	66,6	3,2368		171,78	0		416757
572	-999	Water	SD	-999	66,6	3,2484		171,78	0		416830
573	-999	Water	SD	-999	66,5	3,2484		171,78	0		416891
574	-999	Water	SD	-999	67	3,2312		171,78	0		416949
575	-999	Water	SD	-999	66,5	3,2542		171,78	0		417007
576	-999	Water	SD	-999	66,4	3,2427		171,78	0		417062
577	-999	Water	SD	-999	66,8	3,2312		171,78	0		417116
578	-999	Water	SD	-999	67	3,2426		171,78	0		417194
579	-999	Water	SD	-999	66,7	3,2255		171,78	0		417251
580	-999	Water	SD	-999	67,1	3,2426		171,78	0		417311
581	-999	Water	SD	-999	66,3	3,2542		171,78	0		417366
582	-999	Water	SD	-999	66,7	3,2312		171,78	0		417431
583	-999	Water	SD	-999	66,4	3,2368		171,78	0		417485
584	-999	Water	SD	-999	66,7	3,2368		171,78	0		417543
585	-999	Water	SD	-999	66,4	3,2427		171,78	0		417600
586	-999	Water	SD	-999	66,6	3,2312		171,78	0		417655
587	-999	Water	SD	-999	66,4	3,2312		171,78	0		417726
588	-999	Water	SD	-999	66,7	3,2484		171,78	0		417787
589	-999	Water	SD	-999	66,3	3,2368		171,78	0		417845
590	-999	Water	SD	-999	66,6	3,2484		171,78	0		417898
591	-999	Water	SD	-999	66,9	3,2368		171,78	0		417961
592	-999	Water	SD	-999	66,8	3,2368		171,78	0		418016
593	-999	Water	SD	-999	66,6	3,2311		171,78	0		418075
594	-999	Water	SD	-999	67	3,2426		171,78	0		418133
595	-999	Water	SD	-999	66	3,2484		171,78	0		418190
596	-999	Water	SD	-999	66,4	3,2426		171,78	0		418248
597	-999	Water	SD	-999	66,8	3,2426		171,78	0		418305
598	-999	Water	SD	-999	66,8	3,2368		171,78	0		418367
599	-999	Water	SD	-999	66,4	3,2311		171,78	0		418423
600	-999	Water	SD	-999	66,6	3,2368		171,78	0		418481
601	-999	Water	SD	-999	66,8	3,2484		171,78	0		418542
602	-999	Water	SD	-999	66,4	3,237		171,78	0		418597
603	-999	Water	SD	-999	66,5	3,2312		171,78	0		418649
604	-999	Water	SD	-999	66,9	3,231		171,78	0		418711
605	-999	Water	SD	-999	66,6	3,2369		171,78	0		418767
606	-999	Water	SD	-999	66,3	3,2484		171,78	0		418826
607	-999	Water	SD	-999	66,8	3,2312		171,78	0		418892
608	-999	Water	SD	-999	66,3	3,2426		171,78	0		418970
609	-999	Water	SD	-999	66,1	3,2427		171,78	0		419029
610	-999	Water	SD	-999	65,2	3,2368		171,78	0		419086
611	-999	Water	SD	-999	64,6	3,2312		171,78	0		419142
612	-999	Water	SD	-999	63	3,2427		171,78	0		419202
613	-999	Water	SD	-999	62,2	3,2371		171,78	0		419267
614	-999	Water	SD	-999	60,5	3,2371		171,78	0		419329
615	-999	Water	SD	-999	60,3	3,2369		171,78	0		419388
616	-999	Water	SD	-999	59,8	3,2254		171,78	0		419448
617	-999	Water	SD	-999	59,2	3,2197		171,78	0		419508
618	-999	Water	SD	-999	61,8	3,1964		171,78	0		419565
619	-999	Water	SD	-999	57,9	3,2196		171,78	0		419627
620	-999	Water	SD	-999	57,1	3,2138		171,78	0		419709
621	-999	Water	SD	-999	55,5	3,2081		171,78	0		419767
622	-999	Water	SD	-999	55	3,214		171,78	0		419827
623	-999	Water	SD	-999	53,9	3,208		171,78	0		419896
624	-999	Water	SD	-999	53,6	3,1965		171,78	0		419954
625	-999	Water	SD	-999	51,9	3,2024		171,78	0		420014
626	-999	Water	SD	-999	51,6	3,2022		171,78	0		420101
627	-999	Water	SD	-999	50,2	3,1966		171,78	0		420159
628	-999	Water	SD	-999	49,3	3,2021		171,78	0		420217
629	-999	Water	SD	-999	48,8	3,2138		171,78	0		420276
630	-999	Water	SD	-999	47,5	3,1794		171,78	0		420336
631	-999	Water	SD	-999	46,3	3,1852		171,78	0		420413
632	-999	Water	SD	-999	45,5	3,0974		171,78	0		420476
633	-999	Water	SD	-999	45,1	3,1088		171,78	0		420532
634	-999	Water	SD	-999	44	3,0854		171,78	0		420586
635	-999	Water	SD	-999	42,6	3,0862		171,78	0		420646
636	-999	Water	SD	-999	43,4	3,1268		171,78	0		420701
637	-999	Water	SD	-999	41,9	3,0972		171,78	0		420756
638	-999	Water	SD	-999	40,9	3,1092		171,78	0		420812
639	-999	Water	SD	-999	40,5	3,1034		171,78	0		420876
640	-999	Water	SD	-999	40	3,0856		171,78	0		420931
641	-999	Water	SD	-999	39,7	3,1207		171,78	0		420984
642	-999	Water	SD	-999	38,5	3,1212		171,78	0		421047
643	-999	Water	SD	-999	37,9	3,0978		171,78	0		421109
644	-999	Water	SD	-999	37,6	3,0858		171,78	0		421167
645	-999	Water	SD	-999	37,8	3,0863		171,78	0		421243
646	-999	Water	SD	-999	37,1	3,0984		171,78	0		421300
647	-999	Water	SD	-999	37,6	3,0624		171,78	0		421358
648	-999	Water	SD	-999	36,9	3,0449		171,78	0		421454
649	-999	Water	SD	-999	37,4	3,0567		171,78	0		421513
650	-999	Water	SD	-999	37,7	3,0915		171,78	0		421570
651	-999	Water	SD	-999	37,5	3,092		171,78	0		421631
652	-999	Water	SD	-999	36,9	3,0449		171,78	0		421686
653	-999	Water	SD	-999	37,6	3,0623		171,78	0		421757
654	-999	Water	SD	-999	37,4	3,1037		171,78	0		421834
655	-999	Water	SD	-999	37,4	3,0624		171,78	0		421889
656	-999	Water	SD	-999	37,6	3,0978		171,78	0		421947
657	-999	Water	SD	-999	37,6	3,0803		171,78	0		422017
658	-999	Water	SD	-999	37,7	3,1149		171,78	0		422085
659	-999	Water	SD	-999	37,5	3,0857		171,78	0		422140
660	-999	Water	SD	-999	37,6	3,1154		171,78	0		422217
661	-999	Water	SD	-999	37,6	3,0915		171,78	0		422282
662	-999	Water	SD	-999	37,5	3,0683		171,78	0		422341
663	-999	Water	SD	-999	37,5	3,0739		171,78	0		422398
664	-999	Water	SD	-999	37,8	3,1034		171,78	0		422472
665	-999	Water	SD	-999	37,3	3,0683		171,78	0		422530
666	-999	Water	SD	-999	37,9	3,1034		171,78	0		422586
667	-999	Water	SD	-999	37,4	3,0565		171,78	0		422647
668	-999	Water	SD	-999	37,5	3,0741		171,78	0		422722
669	-999	Water	SD	-999	37,1	3,0624		171,78	0		422779
670	-999	Water	SD	-999	37,6	3,0979		171,78	0		422842
671	-999	Water	SD	-999	37,7	3,0914		171,78	0		422897
672	-999	Water	SD	-999	37,5	3,1034		171,78	0		422953
673	-999	Water	SD	-999	37,3	3,051		171,78	0		423018
674	-999	Water	SD	-999	37,4	3,0863		171,78	0		423076
675	-999	Water	SD	-999	37,4	3,0742		171,78	0		423136
676	-999	Water	SD	-999	37,2	3,074		171,78	0		423192
677	-999	Water	SD	-999	37,7	3,0864		171,78	0		423311
678	-999	Water	SD	-999	37,5	3,1385		171,78	0		423368
679	-999	Water	SD	-999	37,7	3,1326		171,78	0		423425
680	-999	Water	SD	-999	37	3,0797		171,78	0		423486
681	-999	Water	SD	-999	37,5	3,0796		171,78	0		423544
682	-999	Water	SD	-999	37,8	3,1092		171,78	0		423604
683	-999	Water	SD	-999	38,1	3,0796		171,78	0		423688
684	-999	Water	SD	-999	37,3	3,0913		171,78	0		423747
685	-999	Water	SD	-999	37,8	3,0799		171,78	0		423802
686	-999	Water	SD	-999	38,9	3,103		171,78	0		423865
687	-999	Water	SD	-999	39,1	3,1325		171,78	0		423921
688	-999	Water	SD	-999	40,1	3,1212		171,78	0		423981
689	-999	Water	SD	-999	41,3	3,103		171,78	0		424046
690	-999	Water	SD	-999	42	3,1208		171,78	0		424106
691	-999	Water	SD	-999	42,9	3,1093		171,78	0		424171
692	-999	Water	SD	-999	43,2	3,1091		171,78	0		424236
693	-999	Water	SD	-999	43,9	3,0805		171,78	0		424297
694	-999	Water	SD	-999	45,1	3,1094		171,78	0		424358
695	-999	Water	SD	-999	45,9	3,1906		171,78	0		424426
696	-999	Water	SD	-999	46,3	3,1681		171,78	0		424486
697	-999	Water	SD	-999	47,1	3,1794		171,78	0		424550
698	-999	Water	SD	-999	48,3	3,1965		171,78	0		424614
699	-999	Water	SD	-999	49,6	3,1967		171,78	0		424687
700	-999	Water	SD	-999	50,2	3,1909		171,78	0		424751
701	-999	Water	SD	-999	51,8	3,2022		171,78	0		424815
702	-999	Water	SD	-999	52,7	3,2081		171,78	0		424892
703	-999	Water	SD	-999	54	3,208		171,78	0		424958
704	-999	Water	SD	-999	54,9	3,2138		171,78	0		425021
705	-999	Water	SD	-999	55,8	3,2139		171,78	0		425093
706	-999	Water	SD	-999	56,1	3,2139		171,78	0		425157
707	-999	Water	SD	-999	57	3,2139		171,78	0		425221
708	-999	Water	SD	-999	58,6	3,2197		171,78	0		425289
709	-999	Water	SD	-999	58,7	3,2197		171,78	0		425361
710	-999	Water	SD	-999	59,9	3,2254		171,78	0		425427
711	-999	Water	SD	-999	60,3	3,2253		171,78	0		425498
712	-999	Water	SD	-999	60,4	3,2312		171,78	0		425563
713	-999	Water	SD	-999	61,4	3,2368		171,78	0		425626
714	-999	Water	SD	-999	62,7	3,2484		171,78	0		425692
715	-999	Water	SD	-999	63,6	3,2368		171,78	0		425752
716	-999	Water	SD	-999	65,1	3,2311		171,78	0		425813
717	-999	Water	SD	-999	66	3,2312		171,78	0		425878
718	-999	Water	SD	-999	66,5	3,2368		171,78	0		425960
719	-999	Water	SD	-999	66,6	3,2368		171,78	0		426023
720	-999	Water	SD	-999	66,2	3,2369		171,78	0		426085
721	-999	Water	SD	-999	66,6	3,2368		171,78	0		426156
722	-999	Water	SD	-999	66,5	3,2253		171,78	0		426220
723	-999	Water	SD	-999	66,6	3,2311		171,78	0		426282
724	-999	Water	SD	-999	66,7	3,2312		171,78	0		426352
725	-999	Water	SD	-999	66,7	3,231		171,78	0		426414
726	-999	Water	SD	-999	66,3	3,2426		171,78	0		426492
727	-999	Water	SD	-999	66,9	3,231		171,78	0		426563
728	-999	Water	SD	-999	66,6	3,2252		171,78	0		426627
729	-999	Water	SD	-999	66,2	3,2427		171,78	0		426688
730	-999	Water	SD	-999	66,8	3,2311		171,78	0		426756
731	-999	Water	SD	-999	66,8	3,2252		171,78	0		426829
732	-999	Water	SD	-999	66,7	3,2368		171,78	0		426895
733	-999	Water	SD	-999	66,6	3,2368		171,78	0		426967
734	-999	Water	SD	-999	65,8	3,2369		171,78	0		427031
735	-999	Water	SD	-999	66,9	3,231		171,78	0		427095
736	-999	Water	SD	-999	66,2	3,231		171,78	0		427157
737	-999	Water	SD	-999	66,4	3,2311		171,78	0		427226
738	-999	Water	SD	-999	66,1	3,237		171,78	0		427290
739	-999	Water	SD	-999	66,4	3,2368		171,78	0		427375
740	-999	Water	SD	-999	66,1	3,2371		171,78	0		427445
741	-999	Water	SD	-999	66,1	3,2371		171,78	0		427507
742	-999	Water	SD	-999	66,2	3,2484		171,78	0		427568
743	-999	Water	SD	-999	66,5	3,2368		171,78	0		427656
744	-999	Water	SD	-999	66,1	3,2368		171,78	0		427721
745	-999	Water	SD	-999	66,8	3,2426		171,78	0		427784
746	-999	Water	SD	-999	66,1	3,2368		171,78	0		427851
747	-999	Water	SD	-999	66,8	3,231		171,78	0		427923
748	-999	Water	SD	-999	66,7	3,2311		171,78	0		427989
749	-999	Water	SD	-999	66,4	3,2369		171,78	0		428062
750	-999	Water	SD	-999	66,8	3,2367		171,78	0		428127
751	-999	Water	SD	-999	66,8	3,2311		171,78	0		428189
752	-999	Water	SD	-999	66,2	3,2427		171,78	0		428258
753	-999	Water	SD	-999	66,5	3,2312		171,78	0		428324
754	-999	Water	SD	-999	66,2	3,2368		171,78	0		428392
755	-999	Water	SD	-999	66,6	3,2312		171,78	0		428462
756	-999	Water	SD	-999	66,4	3,2369		171,78	0		428530
757	-999	Water	SD	-999	66,5	3,2368		171,78	0		428595
758	-999	Water	SD	-999	66,3	3,2369		171,78	0		428658
759	-999	Water	SD	-999	66,1	3,2368		171,78	0		428727
760	-999	Water	SD	-999	66	3,2311		171,78	0		428789
761	-999	Water	SD	-999	65,8	3,2426		171,78	0		428851
762	-999	Water	SD	-999	64,5	3,2253		171,78	0		428938
763	-999	Water	SD	-999	63,8	3,231		171,78	0		429017
764	-999	Water	SD	-999	61,5	3,237		171,78	0		429084
765	-999	Water	SD	-999	59,9	3,237		171,78	0		429157
766	-999	Water	SD	-999	60,1	3,2198		171,78	0		429221
767	-999	Water	SD	-999	59,5	3,2196		171,78	0		429288
768	-999	Water	SD	-999	59	3,2139		171,78	0		429353
769	-999	Water	SD	-999	58	3,2197		171,78	0		429439
770	-999	Water	SD	-999	56,6	3,214		171,78	0		429503
771	-999	Water	SD	-999	55,5	3,208		171,78	0		429571
772	-999	Water	SD	-999	55,4	3,2138		171,78	0		429634
773	-999	Water	SD	-999	54,1	3,2079		171,78	0		429697
774	-999	Water	SD	-999	52,9	3,2081		171,78	0		429766
775	-999	Water	SD	-999	52,2	3,208		171,78	0		429834
776	-999	Water	SD	-999	51,6	3,208		171,78	0		429899
777	-999	Water	SD	-999	49,4	3,1794		171,78	0		429974
778	-999	Water	SD	-999	48,3	3,1737		171,78	0		430039
779	-999	Water	SD	-999	48,5	3,2022		171,78	0		430106
780	-999	Water	SD	-999	46,4	3,1734		171,78	0		430194
781	-999	Water	SD	-999	46,6	3,2136		171,78	0		430261
782	-999	Water	SD	-999	44,8	3,0797		171,78	0		430327
783	-999	Water	SD	-999	43,1	3,0681		171,78	0		430395
784	-999	Water	SD	-999	42,5	3,0681		171,78	0		430462
785	-999	Water	SD	-999	42,3	3,1328		171,78	0		430524
786	-999	Water	SD	-999	42,1	3,0914		171,78	0		430590
787	-999	Water	SD	-999	40,9	3,0854		171,78	0		430673
788	-999	Water	SD	-999	39,8	3,0739		171,78	0		430736
789	-999	Water	SD	-999	39,7	3,1093		171,78	0		430799
790	-999	Water	SD	-999	38,1	3,0978		171,78	0		430871
791	-999	Water	SD	-999	37,5	3,0622		171,78	0		430935
792	-999	Water	SD	-999	36,9	3,0623		171,78	0		430999
793	-999	Water	SD	-999	37,4	3,068		171,78	0		431068
794	-999	Water	SD	-999	37,6	3,0916		171,78	0		431130
795	-999	Water	SD	-999	37,4	3,0686		171,78	0		431193
796	-999	Water	SD	-999	37,3	3,092		171,78	0		431257
797	-999	Water	SD	-999	37,3	3,0802		171,78	0		431319
798	-999	Water	SD	-999	37,5	3,1036		171,78	0		431381
799	-999	Water	SD	-999	37,2	3,0741		171,78	0		431444
800	-999	Water	SD	-999	37,4	3,0923		171,78	0		431512
801	-999	Water	SD	-999	36,9	3,0448		171,78	0		431593
802	-999	Water	SD	-999	37	3,0451		171,78	0		431672
803	-999	Water	SD	-999	37,4	3,0977		171,78	0		431757
804	-999	Water	SD	-999	37,3	3,0681		171,78	0		431837
805	-999	Water	SD	-999	37,4	3,1037		171,78	0		431903
806	-999	Water	SD	-999	37,8	3,115		171,78	0		431984
807	-999	Water	SD	-999	37,6	3,0802		171,78	0		432049
808	-999	Water	SD	-999	36,7	3,0157		171,78	0		432115
809	-999	Water	SD	-999	37,1	3,0623		171,78	0		432185
810	-999	Water	SD	-999	37,2	3,0982		171,78	0		432250
811	-999	Water	SD	-999	37,2	3,0748		171,78	0		432316
812	-999	Water	SD	-999	37,5	3,0739		171,78	0		432383
813	-999	Water	SD	-999	37,5	3,0981		171,78	0		432461
814	-999	Water	SD	-999	37,5	3,0389		171,78	0		432528
815	-999	Water	SD	-999	37,8	3,0803		171,78	0		432599
816	-999	Water	SD	-999	37,5	3,0449		171,78	0		432671
817	-999	Water	SD	-999	37,9	3,0565		171,78	0		432736
818	-999	Water	SD	-999	37,6	3,0276		171,78	0		432801
819	-999	Water	SD	-999	38,6	3,0974		171,78	0		432875
820	-999	Water	SD	-999	37,7	3,1039		171,78	0		432941
821	-999	Water	SD	-999	38,3	3,0921		171,78	0		433006
822	-999	Water	SD	-999	38	3,0331		171,78	0		433073
823	-999	Water	SD	-999	38	3,0334		171,78	0		433138
824	-999	Water	SD	-999	38	3,0448		171,78	0		433203
825	-999	Water	SD	-999	38,8	3,0623		171,78	0		433280
826	-999	Water	SD	-999	38,3	3,075		171,78	0		433360
827	-999	Water	SD	-999	38,2	3,0751		171,78	0		433444
828	-999	Water	SD	-999	38,5	3,0635		171,78	0		433510
829	-999	Water	SD	-999	39,2	3,0746		171,78	0		433578
830	-999	Water	SD	-999	39,6	3,074		171,78	0		433645
831	-999	Water	SD	-999	39,8	3,0447		171,78	0		433719
832	-999	Water	SD	-999	41,4	3,0564		171,78	0		433783
833	-999	Water	SD	-999	42,4	3,0388		171,78	0		433846
834	-999	Water	SD	-999	42,8	3,0452		171,78	0		433913
835	-999	Water	SD	-999	43,9	3,0448		171,78	0		433975
836	-999	Water	SD	-999	45,1	3,127		171,78	0		434038
837	-999	Water	SD	-999	45,8	3,127		171,78	0		434106
838	-999	Water	SD	-999	46,5	3,1217		171,78	0		434177
839	-999	Water	SD	-999	47,7	3,1331		171,78	0		434256
840	-999	Water	SD	-999	48,9	3,1616		171,78	0		434325
841	-999	Water	SD	-999	50,4	3,1559		171,78	0		434405
842	-999	Water	SD	-999	51,9	3,1615		171,78	0		434476
843	-999	Water	SD	-999	52,5	3,1672		171,78	0		434563
844	-999	Water	SD	-999	53,8	3,173		171,78	0		434634
845	-999	Water	SD	-999	55,1	3,1673		171,78	0		434700
846	-999	Water	SD	-999	56,5	3,1788		171,78	0		434773
847	-999	Water	SD	-999	57,2	3,1732		171,78	0		434861
848	-999	Water	SD	-999	58,1	3,1788		171,78	0		434936
849	-999	Water	SD	-999	59,2	3,1789		171,78	0		435022
850	-999	Water	SD	-999	60,4	3,1731		171,78	0		435111
851	-999	Water	SD	-999	60,5	3,1847		171,78	0		435186
852	-999	Water	SD	-999	61,1	3,1906		171,78	0		435267
853	-999	Water	SD	-999	62,2	3,1963		171,78	0		435346
854	-999	Water	SD	-999	63,9	3,1906		171,78	0		435414
855	-999	Water	SD	-999	65,4	3,1847		171,78	0		435500
856	-999	Water	SD	-999	66,6	3,1903		171,78	0		435571
857	-999	Water	SD	-999	66,5	3,1903		171,78	0		435638
858	-999	Water	SD	-999	67,4	3,1906		171,78	0		435723
